,ID,Verb,Embedding,Context,Target,target.LMEDS,MatrixOrComplement,CollapsedProminence,PredType,Answer
942,126,know,negation,"A: and I'm just like, well, uh, I'm not even going to think much about it if you're going to treat me with this much respect even before you've gotten to know me. B: Yeah.  Right.  Right. that's basically my opinion on it, right there, is that it's just, you know, I was in the same sort of situation as, it was a job interview and then you had a physical, where you were drug tested, and it's, I just, and I know people who have been drug tested and who have not, you know, been hired by a corporation which, uh, you know, I really. The other side of it is, besides its being an invasion of personal privacy, it's my bodily fluid and I don't really want you to look at it, or something pretty basic like that, A: Uh-huh. B:",just to the fact that I don't know that it is a company's business to regulate what its employees are doing when they're not at work.,I don't know that it is a company's business to regulate what its employees are doing when they're not at work,compl,COMPLEMENT,Factive,0
943,126,know,negation,"A: and I'm just like, well, uh, I'm not even going to think much about it if you're going to treat me with this much respect even before you've gotten to know me. B: Yeah.  Right.  Right. that's basically my opinion on it, right there, is that it's just, you know, I was in the same sort of situation as, it was a job interview and then you had a physical, where you were drug tested, and it's, I just, and I know people who have been drug tested and who have not, you know, been hired by a corporation which, uh, you know, I really. The other side of it is, besides its being an invasion of personal privacy, it's my bodily fluid and I don't really want you to look at it, or something pretty basic like that, A: Uh-huh. B:",just to the fact that I don't know that it is a company's business to regulate what its employees are doing when they're not at work.,I don't know that it is a company's business to regulate what its employees are doing when they're not at work,compl,COMPLEMENT,Factive,-3
944,126,know,negation,"A: and I'm just like, well, uh, I'm not even going to think much about it if you're going to treat me with this much respect even before you've gotten to know me. B: Yeah.  Right.  Right. that's basically my opinion on it, right there, is that it's just, you know, I was in the same sort of situation as, it was a job interview and then you had a physical, where you were drug tested, and it's, I just, and I know people who have been drug tested and who have not, you know, been hired by a corporation which, uh, you know, I really. The other side of it is, besides its being an invasion of personal privacy, it's my bodily fluid and I don't really want you to look at it, or something pretty basic like that, A: Uh-huh. B:",just to the fact that I don't know that it is a company's business to regulate what its employees are doing when they're not at work.,I don't know that it is a company's business to regulate what its employees are doing when they're not at work,compl,COMPLEMENT,Factive,-2
945,126,know,negation,"A: and I'm just like, well, uh, I'm not even going to think much about it if you're going to treat me with this much respect even before you've gotten to know me. B: Yeah.  Right.  Right. that's basically my opinion on it, right there, is that it's just, you know, I was in the same sort of situation as, it was a job interview and then you had a physical, where you were drug tested, and it's, I just, and I know people who have been drug tested and who have not, you know, been hired by a corporation which, uh, you know, I really. The other side of it is, besides its being an invasion of personal privacy, it's my bodily fluid and I don't really want you to look at it, or something pretty basic like that, A: Uh-huh. B:",just to the fact that I don't know that it is a company's business to regulate what its employees are doing when they're not at work.,I don't know that it is a company's business to regulate what its employees are doing when they're not at work,compl,COMPLEMENT,Factive,-2
946,128,see,negation,"A: I'll let you go first. B: Oh, well, what's there to say? Doesn't seem like it's being carried out very well in my opinion.",Seems like it takes so long between conviction and carrying out the penalty that I don't see that it makes any difference to sentence anybody.,I don't see that it makes any difference to sentence anybody,complAll,COMPLEMENT,Factive,2
947,128,see,negation,"A: I'll let you go first. B: Oh, well, what's there to say? Doesn't seem like it's being carried out very well in my opinion.",Seems like it takes so long between conviction and carrying out the penalty that I don't see that it makes any difference to sentence anybody.,I don't see that it makes any difference to sentence anybody,complAll,COMPLEMENT,Factive,-2
948,128,see,negation,"A: I'll let you go first. B: Oh, well, what's there to say? Doesn't seem like it's being carried out very well in my opinion.",Seems like it takes so long between conviction and carrying out the penalty that I don't see that it makes any difference to sentence anybody.,I don't see that it makes any difference to sentence anybody,complAll,COMPLEMENT,Factive,2
949,128,see,negation,"A: I'll let you go first. B: Oh, well, what's there to say? Doesn't seem like it's being carried out very well in my opinion.",Seems like it takes so long between conviction and carrying out the penalty that I don't see that it makes any difference to sentence anybody.,I don't see that it makes any difference to sentence anybody,complAll,COMPLEMENT,Factive,-2
950,128,see,negation,"A: I'll let you go first. B: Oh, well, what's there to say? Doesn't seem like it's being carried out very well in my opinion.",Seems like it takes so long between conviction and carrying out the penalty that I don't see that it makes any difference to sentence anybody.,I don't see that it makes any difference to sentence anybody,complAll,COMPLEMENT,Factive,-1
951,128,see,negation,"A: I'll let you go first. B: Oh, well, what's there to say? Doesn't seem like it's being carried out very well in my opinion.",Seems like it takes so long between conviction and carrying out the penalty that I don't see that it makes any difference to sentence anybody.,I don't see that it makes any difference to sentence anybody,complAll,COMPLEMENT,Factive,3
952,128,see,negation,"A: I'll let you go first. B: Oh, well, what's there to say? Doesn't seem like it's being carried out very well in my opinion.",Seems like it takes so long between conviction and carrying out the penalty that I don't see that it makes any difference to sentence anybody.,I don't see that it makes any difference to sentence anybody,complAll,COMPLEMENT,Factive,-3
953,128,see,negation,"A: I'll let you go first. B: Oh, well, what's there to say? Doesn't seem like it's being carried out very well in my opinion.",Seems like it takes so long between conviction and carrying out the penalty that I don't see that it makes any difference to sentence anybody.,I don't see that it makes any difference to sentence anybody,complAll,COMPLEMENT,Factive,-2
954,128,see,negation,"A: I'll let you go first. B: Oh, well, what's there to say? Doesn't seem like it's being carried out very well in my opinion.",Seems like it takes so long between conviction and carrying out the penalty that I don't see that it makes any difference to sentence anybody.,I don't see that it makes any difference to sentence anybody,complAll,COMPLEMENT,Factive,-2
955,128,see,negation,"A: I'll let you go first. B: Oh, well, what's there to say? Doesn't seem like it's being carried out very well in my opinion.",Seems like it takes so long between conviction and carrying out the penalty that I don't see that it makes any difference to sentence anybody.,I don't see that it makes any difference to sentence anybody,complAll,COMPLEMENT,Factive,-2
956,128,see,negation,"A: I'll let you go first. B: Oh, well, what's there to say? Doesn't seem like it's being carried out very well in my opinion.",Seems like it takes so long between conviction and carrying out the penalty that I don't see that it makes any difference to sentence anybody.,I don't see that it makes any difference to sentence anybody,complAll,COMPLEMENT,Factive,-2
957,128,see,negation,"A: I'll let you go first. B: Oh, well, what's there to say? Doesn't seem like it's being carried out very well in my opinion.",Seems like it takes so long between conviction and carrying out the penalty that I don't see that it makes any difference to sentence anybody.,I don't see that it makes any difference to sentence anybody,complAll,COMPLEMENT,Factive,-3
958,129,know,negation,"A: See those type of people that have the most opinions, ones that don't know anything. B: Yeah. A: Well, uh, I've had teenagers and I now have grandchildren that are teenagers,","Well, uh, I've had teenagers and I now have grandchildren that are teenagers, and I don't know that it might do them a little bit of good to see the world from a different perspective.",I don't know that it might do them a little bit of good to see the world from a different perspective.,complAll,COMPLEMENT,Factive,0
959,129,know,negation,"A: See those type of people that have the most opinions, ones that don't know anything. B: Yeah. A: Well, uh, I've had teenagers and I now have grandchildren that are teenagers,","Well, uh, I've had teenagers and I now have grandchildren that are teenagers, and I don't know that it might do them a little bit of good to see the world from a different perspective.",I don't know that it might do them a little bit of good to see the world from a different perspective.,complAll,COMPLEMENT,Factive,2
960,129,know,negation,"A: See those type of people that have the most opinions, ones that don't know anything. B: Yeah. A: Well, uh, I've had teenagers and I now have grandchildren that are teenagers,","Well, uh, I've had teenagers and I now have grandchildren that are teenagers, and I don't know that it might do them a little bit of good to see the world from a different perspective.",I don't know that it might do them a little bit of good to see the world from a different perspective.,complAll,COMPLEMENT,Factive,0
961,129,know,negation,"A: See those type of people that have the most opinions, ones that don't know anything. B: Yeah. A: Well, uh, I've had teenagers and I now have grandchildren that are teenagers,","Well, uh, I've had teenagers and I now have grandchildren that are teenagers, and I don't know that it might do them a little bit of good to see the world from a different perspective.",I don't know that it might do them a little bit of good to see the world from a different perspective.,complAll,COMPLEMENT,Factive,1
962,129,know,negation,"A: See those type of people that have the most opinions, ones that don't know anything. B: Yeah. A: Well, uh, I've had teenagers and I now have grandchildren that are teenagers,","Well, uh, I've had teenagers and I now have grandchildren that are teenagers, and I don't know that it might do them a little bit of good to see the world from a different perspective.",I don't know that it might do them a little bit of good to see the world from a different perspective.,complAll,COMPLEMENT,Factive,2
963,129,know,negation,"A: See those type of people that have the most opinions, ones that don't know anything. B: Yeah. A: Well, uh, I've had teenagers and I now have grandchildren that are teenagers,","Well, uh, I've had teenagers and I now have grandchildren that are teenagers, and I don't know that it might do them a little bit of good to see the world from a different perspective.",I don't know that it might do them a little bit of good to see the world from a different perspective.,complAll,COMPLEMENT,Factive,3
964,129,know,negation,"A: See those type of people that have the most opinions, ones that don't know anything. B: Yeah. A: Well, uh, I've had teenagers and I now have grandchildren that are teenagers,","Well, uh, I've had teenagers and I now have grandchildren that are teenagers, and I don't know that it might do them a little bit of good to see the world from a different perspective.",I don't know that it might do them a little bit of good to see the world from a different perspective.,complAll,COMPLEMENT,Factive,2
965,129,know,negation,"A: See those type of people that have the most opinions, ones that don't know anything. B: Yeah. A: Well, uh, I've had teenagers and I now have grandchildren that are teenagers,","Well, uh, I've had teenagers and I now have grandchildren that are teenagers, and I don't know that it might do them a little bit of good to see the world from a different perspective.",I don't know that it might do them a little bit of good to see the world from a different perspective.,complAll,COMPLEMENT,Factive,3
966,129,know,negation,"A: See those type of people that have the most opinions, ones that don't know anything. B: Yeah. A: Well, uh, I've had teenagers and I now have grandchildren that are teenagers,","Well, uh, I've had teenagers and I now have grandchildren that are teenagers, and I don't know that it might do them a little bit of good to see the world from a different perspective.",I don't know that it might do them a little bit of good to see the world from a different perspective.,complAll,COMPLEMENT,Factive,3
967,129,know,negation,"A: See those type of people that have the most opinions, ones that don't know anything. B: Yeah. A: Well, uh, I've had teenagers and I now have grandchildren that are teenagers,","Well, uh, I've had teenagers and I now have grandchildren that are teenagers, and I don't know that it might do them a little bit of good to see the world from a different perspective.",I don't know that it might do them a little bit of good to see the world from a different perspective.,complAll,COMPLEMENT,Factive,3
968,130,think,negation,"A: Um, yeah, that's for sure. That's for sure, do you have any feelings as to the trends that you see? B: Well, it lo-, o-, the one trend I would say is that with so many more women choosing professional careers, there are fewer of them home in the afternoons, A: Uh-huh. B:",and I don't think it needs to be the mothers.,and I don't think it needs to be the mothers.,compl,COMPLEMENT,Non-Factive,-3
969,130,think,negation,"A: Um, yeah, that's for sure. That's for sure, do you have any feelings as to the trends that you see? B: Well, it lo-, o-, the one trend I would say is that with so many more women choosing professional careers, there are fewer of them home in the afternoons, A: Uh-huh. B:",and I don't think it needs to be the mothers.,and I don't think it needs to be the mothers.,compl,COMPLEMENT,Non-Factive,-3
970,130,think,negation,"A: Um, yeah, that's for sure. That's for sure, do you have any feelings as to the trends that you see? B: Well, it lo-, o-, the one trend I would say is that with so many more women choosing professional careers, there are fewer of them home in the afternoons, A: Uh-huh. B:",and I don't think it needs to be the mothers.,and I don't think it needs to be the mothers.,compl,COMPLEMENT,Non-Factive,-3
971,130,think,negation,"A: Um, yeah, that's for sure. That's for sure, do you have any feelings as to the trends that you see? B: Well, it lo-, o-, the one trend I would say is that with so many more women choosing professional careers, there are fewer of them home in the afternoons, A: Uh-huh. B:",and I don't think it needs to be the mothers.,and I don't think it needs to be the mothers.,compl,COMPLEMENT,Non-Factive,3
972,130,think,negation,"A: Um, yeah, that's for sure. That's for sure, do you have any feelings as to the trends that you see? B: Well, it lo-, o-, the one trend I would say is that with so many more women choosing professional careers, there are fewer of them home in the afternoons, A: Uh-huh. B:",and I don't think it needs to be the mothers.,and I don't think it needs to be the mothers.,compl,COMPLEMENT,Non-Factive,2
973,130,think,negation,"A: Um, yeah, that's for sure. That's for sure, do you have any feelings as to the trends that you see? B: Well, it lo-, o-, the one trend I would say is that with so many more women choosing professional careers, there are fewer of them home in the afternoons, A: Uh-huh. B:",and I don't think it needs to be the mothers.,and I don't think it needs to be the mothers.,compl,COMPLEMENT,Non-Factive,-3
974,130,think,negation,"A: Um, yeah, that's for sure. That's for sure, do you have any feelings as to the trends that you see? B: Well, it lo-, o-, the one trend I would say is that with so many more women choosing professional careers, there are fewer of them home in the afternoons, A: Uh-huh. B:",and I don't think it needs to be the mothers.,and I don't think it needs to be the mothers.,compl,COMPLEMENT,Non-Factive,-3
975,130,think,negation,"A: Um, yeah, that's for sure. That's for sure, do you have any feelings as to the trends that you see? B: Well, it lo-, o-, the one trend I would say is that with so many more women choosing professional careers, there are fewer of them home in the afternoons, A: Uh-huh. B:",and I don't think it needs to be the mothers.,and I don't think it needs to be the mothers.,compl,COMPLEMENT,Non-Factive,-3
976,130,think,negation,"A: Um, yeah, that's for sure. That's for sure, do you have any feelings as to the trends that you see? B: Well, it lo-, o-, the one trend I would say is that with so many more women choosing professional careers, there are fewer of them home in the afternoons, A: Uh-huh. B:",and I don't think it needs to be the mothers.,and I don't think it needs to be the mothers.,compl,COMPLEMENT,Non-Factive,-3
977,130,think,negation,"A: Um, yeah, that's for sure. That's for sure, do you have any feelings as to the trends that you see? B: Well, it lo-, o-, the one trend I would say is that with so many more women choosing professional careers, there are fewer of them home in the afternoons, A: Uh-huh. B:",and I don't think it needs to be the mothers.,and I don't think it needs to be the mothers.,compl,COMPLEMENT,Non-Factive,-2
978,133,think,negation,"A: Uh, well then you must know a lot more about this than I do. B: Uh, I think, uh, the system right now, you know, you know, is fine. I think it should be by a jury. I don't think the judge should have, I mean he's just there kind of like the referee. A: Uh-huh, Uh-huh. B:","Uh, I don't even think that it should be unanimous either.","Uh, I don't even think that it should be unanimous either.",matrix,MATRIX,Non-Factive,3
979,133,think,negation,"A: Uh, well then you must know a lot more about this than I do. B: Uh, I think, uh, the system right now, you know, you know, is fine. I think it should be by a jury. I don't think the judge should have, I mean he's just there kind of like the referee. A: Uh-huh, Uh-huh. B:","Uh, I don't even think that it should be unanimous either.","Uh, I don't even think that it should be unanimous either.",matrix,MATRIX,Non-Factive,-3
980,133,think,negation,"A: Uh, well then you must know a lot more about this than I do. B: Uh, I think, uh, the system right now, you know, you know, is fine. I think it should be by a jury. I don't think the judge should have, I mean he's just there kind of like the referee. A: Uh-huh, Uh-huh. B:","Uh, I don't even think that it should be unanimous either.","Uh, I don't even think that it should be unanimous either.",matrix,MATRIX,Non-Factive,-2
981,133,think,negation,"A: Uh, well then you must know a lot more about this than I do. B: Uh, I think, uh, the system right now, you know, you know, is fine. I think it should be by a jury. I don't think the judge should have, I mean he's just there kind of like the referee. A: Uh-huh, Uh-huh. B:","Uh, I don't even think that it should be unanimous either.","Uh, I don't even think that it should be unanimous either.",matrix,MATRIX,Non-Factive,1
982,133,think,negation,"A: Uh, well then you must know a lot more about this than I do. B: Uh, I think, uh, the system right now, you know, you know, is fine. I think it should be by a jury. I don't think the judge should have, I mean he's just there kind of like the referee. A: Uh-huh, Uh-huh. B:","Uh, I don't even think that it should be unanimous either.","Uh, I don't even think that it should be unanimous either.",matrix,MATRIX,Non-Factive,-3
983,133,think,negation,"A: Uh, well then you must know a lot more about this than I do. B: Uh, I think, uh, the system right now, you know, you know, is fine. I think it should be by a jury. I don't think the judge should have, I mean he's just there kind of like the referee. A: Uh-huh, Uh-huh. B:","Uh, I don't even think that it should be unanimous either.","Uh, I don't even think that it should be unanimous either.",matrix,MATRIX,Non-Factive,-2
984,133,think,negation,"A: Uh, well then you must know a lot more about this than I do. B: Uh, I think, uh, the system right now, you know, you know, is fine. I think it should be by a jury. I don't think the judge should have, I mean he's just there kind of like the referee. A: Uh-huh, Uh-huh. B:","Uh, I don't even think that it should be unanimous either.","Uh, I don't even think that it should be unanimous either.",matrix,MATRIX,Non-Factive,-3
985,133,think,negation,"A: Uh, well then you must know a lot more about this than I do. B: Uh, I think, uh, the system right now, you know, you know, is fine. I think it should be by a jury. I don't think the judge should have, I mean he's just there kind of like the referee. A: Uh-huh, Uh-huh. B:","Uh, I don't even think that it should be unanimous either.","Uh, I don't even think that it should be unanimous either.",matrix,MATRIX,Non-Factive,-2
986,133,think,negation,"A: Uh, well then you must know a lot more about this than I do. B: Uh, I think, uh, the system right now, you know, you know, is fine. I think it should be by a jury. I don't think the judge should have, I mean he's just there kind of like the referee. A: Uh-huh, Uh-huh. B:","Uh, I don't even think that it should be unanimous either.","Uh, I don't even think that it should be unanimous either.",matrix,MATRIX,Non-Factive,-1
987,133,think,negation,"A: Uh, well then you must know a lot more about this than I do. B: Uh, I think, uh, the system right now, you know, you know, is fine. I think it should be by a jury. I don't think the judge should have, I mean he's just there kind of like the referee. A: Uh-huh, Uh-huh. B:","Uh, I don't even think that it should be unanimous either.","Uh, I don't even think that it should be unanimous either.",matrix,MATRIX,Non-Factive,-2
988,133,think,negation,"A: Uh, well then you must know a lot more about this than I do. B: Uh, I think, uh, the system right now, you know, you know, is fine. I think it should be by a jury. I don't think the judge should have, I mean he's just there kind of like the referee. A: Uh-huh, Uh-huh. B:","Uh, I don't even think that it should be unanimous either.","Uh, I don't even think that it should be unanimous either.",matrix,MATRIX,Non-Factive,-3
989,134,think,negation,"B: Uh-huh. It, I mean, I don't know, I don't think George Bush will make the American people happy with ninety-seven cents a week. A: No, no, not at all. B:",I just don't think it was a well thought out incentive.,I just don't think it was a well thought out incentive.,complAll,COMPLEMENT,Non-Factive,-3
990,134,think,negation,"B: Uh-huh. It, I mean, I don't know, I don't think George Bush will make the American people happy with ninety-seven cents a week. A: No, no, not at all. B:",I just don't think it was a well thought out incentive.,I just don't think it was a well thought out incentive.,complAll,COMPLEMENT,Non-Factive,-3
991,134,think,negation,"B: Uh-huh. It, I mean, I don't know, I don't think George Bush will make the American people happy with ninety-seven cents a week. A: No, no, not at all. B:",I just don't think it was a well thought out incentive.,I just don't think it was a well thought out incentive.,complAll,COMPLEMENT,Non-Factive,-3
992,134,think,negation,"B: Uh-huh. It, I mean, I don't know, I don't think George Bush will make the American people happy with ninety-seven cents a week. A: No, no, not at all. B:",I just don't think it was a well thought out incentive.,I just don't think it was a well thought out incentive.,complAll,COMPLEMENT,Non-Factive,-2
993,134,think,negation,"B: Uh-huh. It, I mean, I don't know, I don't think George Bush will make the American people happy with ninety-seven cents a week. A: No, no, not at all. B:",I just don't think it was a well thought out incentive.,I just don't think it was a well thought out incentive.,complAll,COMPLEMENT,Non-Factive,-2
994,134,think,negation,"B: Uh-huh. It, I mean, I don't know, I don't think George Bush will make the American people happy with ninety-seven cents a week. A: No, no, not at all. B:",I just don't think it was a well thought out incentive.,I just don't think it was a well thought out incentive.,complAll,COMPLEMENT,Non-Factive,-3
995,134,think,negation,"B: Uh-huh. It, I mean, I don't know, I don't think George Bush will make the American people happy with ninety-seven cents a week. A: No, no, not at all. B:",I just don't think it was a well thought out incentive.,I just don't think it was a well thought out incentive.,complAll,COMPLEMENT,Non-Factive,-2
996,134,think,negation,"B: Uh-huh. It, I mean, I don't know, I don't think George Bush will make the American people happy with ninety-seven cents a week. A: No, no, not at all. B:",I just don't think it was a well thought out incentive.,I just don't think it was a well thought out incentive.,complAll,COMPLEMENT,Non-Factive,-2
997,134,think,negation,"B: Uh-huh. It, I mean, I don't know, I don't think George Bush will make the American people happy with ninety-seven cents a week. A: No, no, not at all. B:",I just don't think it was a well thought out incentive.,I just don't think it was a well thought out incentive.,complAll,COMPLEMENT,Non-Factive,-3
998,136,realize,negation,"B: Schwartzkopf knew what had to be done and it's too bad that he just didn't have the ability just to do it, you know, uh, the go ahead to do it. A: Yeah. B: Because he had the fu-, he knew what was going to happen, more than any of us.","Because he had the fu-, he knew what was going to happen, more than any of us. Because I didn't realize that, um, it was going to make such a mess.","I didn't realize that, um, it was going to make such a mess.",matrix,MATRIX,Factive,1
999,136,realize,negation,"B: Schwartzkopf knew what had to be done and it's too bad that he just didn't have the ability just to do it, you know, uh, the go ahead to do it. A: Yeah. B: Because he had the fu-, he knew what was going to happen, more than any of us.","Because he had the fu-, he knew what was going to happen, more than any of us. Because I didn't realize that, um, it was going to make such a mess.","I didn't realize that, um, it was going to make such a mess.",matrix,MATRIX,Factive,-3
1000,136,realize,negation,"B: Schwartzkopf knew what had to be done and it's too bad that he just didn't have the ability just to do it, you know, uh, the go ahead to do it. A: Yeah. B: Because he had the fu-, he knew what was going to happen, more than any of us.","Because he had the fu-, he knew what was going to happen, more than any of us. Because I didn't realize that, um, it was going to make such a mess.","I didn't realize that, um, it was going to make such a mess.",matrix,MATRIX,Factive,-3
1001,136,realize,negation,"B: Schwartzkopf knew what had to be done and it's too bad that he just didn't have the ability just to do it, you know, uh, the go ahead to do it. A: Yeah. B: Because he had the fu-, he knew what was going to happen, more than any of us.","Because he had the fu-, he knew what was going to happen, more than any of us. Because I didn't realize that, um, it was going to make such a mess.","I didn't realize that, um, it was going to make such a mess.",matrix,MATRIX,Factive,-1
1002,136,realize,negation,"B: Schwartzkopf knew what had to be done and it's too bad that he just didn't have the ability just to do it, you know, uh, the go ahead to do it. A: Yeah. B: Because he had the fu-, he knew what was going to happen, more than any of us.","Because he had the fu-, he knew what was going to happen, more than any of us. Because I didn't realize that, um, it was going to make such a mess.","I didn't realize that, um, it was going to make such a mess.",matrix,MATRIX,Factive,0
1003,136,realize,negation,"B: Schwartzkopf knew what had to be done and it's too bad that he just didn't have the ability just to do it, you know, uh, the go ahead to do it. A: Yeah. B: Because he had the fu-, he knew what was going to happen, more than any of us.","Because he had the fu-, he knew what was going to happen, more than any of us. Because I didn't realize that, um, it was going to make such a mess.","I didn't realize that, um, it was going to make such a mess.",matrix,MATRIX,Factive,0
1004,136,realize,negation,"B: Schwartzkopf knew what had to be done and it's too bad that he just didn't have the ability just to do it, you know, uh, the go ahead to do it. A: Yeah. B: Because he had the fu-, he knew what was going to happen, more than any of us.","Because he had the fu-, he knew what was going to happen, more than any of us. Because I didn't realize that, um, it was going to make such a mess.","I didn't realize that, um, it was going to make such a mess.",matrix,MATRIX,Factive,-2
1005,136,realize,negation,"B: Schwartzkopf knew what had to be done and it's too bad that he just didn't have the ability just to do it, you know, uh, the go ahead to do it. A: Yeah. B: Because he had the fu-, he knew what was going to happen, more than any of us.","Because he had the fu-, he knew what was going to happen, more than any of us. Because I didn't realize that, um, it was going to make such a mess.","I didn't realize that, um, it was going to make such a mess.",matrix,MATRIX,Factive,-1
1006,138,think,negation,"B: but I found that, uh, it was made of some material which actually ended up rusting uh, after, A: Oh. B: even, despite, you know, diligent washing, it got rusty after about, uh, three weeks of use.","And I don't think it was my fault because you know, I had made a point of like drying it off and cleaning it.",And I don't think it was my fault.,broad,BROAD,Non-Factive,-2
1007,138,think,negation,"B: but I found that, uh, it was made of some material which actually ended up rusting uh, after, A: Oh. B: even, despite, you know, diligent washing, it got rusty after about, uh, three weeks of use.","And I don't think it was my fault because you know, I had made a point of like drying it off and cleaning it.",And I don't think it was my fault.,broad,BROAD,Non-Factive,-2
1008,138,think,negation,"B: but I found that, uh, it was made of some material which actually ended up rusting uh, after, A: Oh. B: even, despite, you know, diligent washing, it got rusty after about, uh, three weeks of use.","And I don't think it was my fault because you know, I had made a point of like drying it off and cleaning it.",And I don't think it was my fault.,broad,BROAD,Non-Factive,-1
1009,138,think,negation,"B: but I found that, uh, it was made of some material which actually ended up rusting uh, after, A: Oh. B: even, despite, you know, diligent washing, it got rusty after about, uh, three weeks of use.","And I don't think it was my fault because you know, I had made a point of like drying it off and cleaning it.",And I don't think it was my fault.,broad,BROAD,Non-Factive,-2
1010,138,think,negation,"B: but I found that, uh, it was made of some material which actually ended up rusting uh, after, A: Oh. B: even, despite, you know, diligent washing, it got rusty after about, uh, three weeks of use.","And I don't think it was my fault because you know, I had made a point of like drying it off and cleaning it.",And I don't think it was my fault.,broad,BROAD,Non-Factive,-3
1011,138,think,negation,"B: but I found that, uh, it was made of some material which actually ended up rusting uh, after, A: Oh. B: even, despite, you know, diligent washing, it got rusty after about, uh, three weeks of use.","And I don't think it was my fault because you know, I had made a point of like drying it off and cleaning it.",And I don't think it was my fault.,broad,BROAD,Non-Factive,-1
1012,138,think,negation,"B: but I found that, uh, it was made of some material which actually ended up rusting uh, after, A: Oh. B: even, despite, you know, diligent washing, it got rusty after about, uh, three weeks of use.","And I don't think it was my fault because you know, I had made a point of like drying it off and cleaning it.",And I don't think it was my fault.,broad,BROAD,Non-Factive,-2
1013,138,think,negation,"B: but I found that, uh, it was made of some material which actually ended up rusting uh, after, A: Oh. B: even, despite, you know, diligent washing, it got rusty after about, uh, three weeks of use.","And I don't think it was my fault because you know, I had made a point of like drying it off and cleaning it.",And I don't think it was my fault.,broad,BROAD,Non-Factive,-3
1014,138,think,negation,"B: but I found that, uh, it was made of some material which actually ended up rusting uh, after, A: Oh. B: even, despite, you know, diligent washing, it got rusty after about, uh, three weeks of use.","And I don't think it was my fault because you know, I had made a point of like drying it off and cleaning it.",And I don't think it was my fault.,broad,BROAD,Non-Factive,-2
1015,138,think,negation,"B: but I found that, uh, it was made of some material which actually ended up rusting uh, after, A: Oh. B: even, despite, you know, diligent washing, it got rusty after about, uh, three weeks of use.","And I don't think it was my fault because you know, I had made a point of like drying it off and cleaning it.",And I don't think it was my fault.,broad,BROAD,Non-Factive,-2
1016,138,think,negation,"B: but I found that, uh, it was made of some material which actually ended up rusting uh, after, A: Oh. B: even, despite, you know, diligent washing, it got rusty after about, uh, three weeks of use.","And I don't think it was my fault because you know, I had made a point of like drying it off and cleaning it.",And I don't think it was my fault.,broad,BROAD,Non-Factive,-3
1017,138,think,negation,"B: but I found that, uh, it was made of some material which actually ended up rusting uh, after, A: Oh. B: even, despite, you know, diligent washing, it got rusty after about, uh, three weeks of use.","And I don't think it was my fault because you know, I had made a point of like drying it off and cleaning it.",And I don't think it was my fault.,broad,BROAD,Non-Factive,-3
1018,139,realize,negation,"A: Yes. And, oh, yeah, it's very expensive. B: Oh. A: And, uh, B:",I didn't realize it was that expensive.,I didn't realize it was that expensive.,broad,BROAD,Factive,0
1019,139,realize,negation,"A: Yes. And, oh, yeah, it's very expensive. B: Oh. A: And, uh, B:",I didn't realize it was that expensive.,I didn't realize it was that expensive.,broad,BROAD,Factive,2
1020,139,realize,negation,"A: Yes. And, oh, yeah, it's very expensive. B: Oh. A: And, uh, B:",I didn't realize it was that expensive.,I didn't realize it was that expensive.,broad,BROAD,Factive,-3
1021,139,realize,negation,"A: Yes. And, oh, yeah, it's very expensive. B: Oh. A: And, uh, B:",I didn't realize it was that expensive.,I didn't realize it was that expensive.,broad,BROAD,Factive,0
1022,139,realize,negation,"A: Yes. And, oh, yeah, it's very expensive. B: Oh. A: And, uh, B:",I didn't realize it was that expensive.,I didn't realize it was that expensive.,broad,BROAD,Factive,-1
1023,139,realize,negation,"A: Yes. And, oh, yeah, it's very expensive. B: Oh. A: And, uh, B:",I didn't realize it was that expensive.,I didn't realize it was that expensive.,broad,BROAD,Factive,0
1024,139,realize,negation,"A: Yes. And, oh, yeah, it's very expensive. B: Oh. A: And, uh, B:",I didn't realize it was that expensive.,I didn't realize it was that expensive.,broad,BROAD,Factive,-2
1025,139,realize,negation,"A: Yes. And, oh, yeah, it's very expensive. B: Oh. A: And, uh, B:",I didn't realize it was that expensive.,I didn't realize it was that expensive.,broad,BROAD,Factive,0
1026,139,realize,negation,"A: Yes. And, oh, yeah, it's very expensive. B: Oh. A: And, uh, B:",I didn't realize it was that expensive.,I didn't realize it was that expensive.,broad,BROAD,Factive,2
1027,139,realize,negation,"A: Yes. And, oh, yeah, it's very expensive. B: Oh. A: And, uh, B:",I didn't realize it was that expensive.,I didn't realize it was that expensive.,broad,BROAD,Factive,-3
1028,139,realize,negation,"A: Yes. And, oh, yeah, it's very expensive. B: Oh. A: And, uh, B:",I didn't realize it was that expensive.,I didn't realize it was that expensive.,broad,BROAD,Factive,-1
1029,140,think,negation,"A: and if they weren't spending all the money on drug testing, people could have got a raise. So, see, you know, there's different, I think that's more of a personal view of mine other than a yes, sir, we should have drug testing because there's really a problem B: Uh-huh. A: and I know that. But then, I have other views to it. B:",I didn't think it was that expensive because my son was in probably a week and a half period.,I didn't think it was that expensive.,broad,BROAD,Non-Factive,-2
